Product Name,Product Type,Quantity,Cost of Goods Sold,Net Sales,Gross Profit
【李佳琦推荐】韩国 Medi-Peel 美蒂菲 黑色素X霜 30ml,beauty,5.00,68.80,99.78,30.98
小林制药 马桶洁厕丸 清新薄荷香型6枚,life,7.00,36.96,67.93,30.97
卡乐比 Jagabee薯条君 酱油味/淡盐味 113.4g,snacks,23.00,67.16,98.11,30.95
Organia 芦荟精华沐浴洗护,beauty,13.00,99.71,130.63,30.92
ALOBABY 有机保湿润肤棒 便携护肤面霜润唇膏 19g,maternal,5.00,99.00,129.92,30.92
竹丝黑色带腰靠汽车坐垫,life,3.00,18.57,49.47,30.90
东明大桥 烘干海带丝 100g,snacks,81.00,162.00,192.88,30.88
小米有品 70迈 汽车应急启动电源 车载电瓶启动 充电宝,appliances,3.00,170.10,200.97,30.87
韩国 Medi-Peel 美蒂菲 法式花香去角质喷雾,beauty,3.00,45.69,76.54,30.85
泡泡精灵 饮水机清洗剂,life,10.00,15.90,46.74,30.84
日本 高丝 宝宝嫩肌 CLEAR TURN BABYISH 滋润面膜 配合采用透明质酸 7pcs 粉色,beauty,9.00,43.47,74.31,30.84
MAPUTI 美胸乳霜 人间水蜜桃 60g,beauty,25.00,684.66,715.41,30.75
横山制药 软化角质茧子死皮创口贴型,life,7.00,63.00,93.73,30.73
【买1送1】禛香 肥牛味 大豆素肉 80G/包,snacks,145.00,145.40,176.12,30.72
Kose高丝 8合一多效修护面膜 40片装,beauty,6.00,79.68,110.32,30.64
VT CICA 老虎小布丁清洁泥膜 7.5gx10,beauty,8.00,135.00,165.63,30.63
多效去除死皮老茧脚板锉,beauty,15.00,17.62,48.19,30.57
Jellycat 欢乐仙人掌柔软毛绒玩具 45cm,maternal,3.00,74.71,105.28,30.57
悦诗风吟 火山岩泥毛孔清洁面膜 100ml,beauty,6.00,93.00,123.52,30.52
iPhone减压捏捏猪手机壳（适用Xs Max／Xs／XR／X）,appliances,56.00,0.00,30.50,30.50
丽威 两层蒸锅 30CM,life,1.00,20.49,50.92,30.43
EverShine 雪绒超柔纤维浴巾 超强吸水,life,3.00,24.09,54.51,30.42
CREATE ION 冷热风自动摇摆负离子吹风机 CID-S01FWUS,appliances,2.00,133.20,163.59,30.39
CECILE MAIA 温和无暇脱毛膏 200g,beauty,3.00,76.89,107.27,30.38
灰指甲脚气脚癣抗真菌药水,life,7.00,55.51,85.87,30.36
BOTANIST 补水保湿沐浴露 持久留香 490ml,beauty,7.00,92.40,122.74,30.34
Sato 佐藤制药 SATOACESS牙周护理齿肉炎牙膏 160g,life,4.00,62.54,92.87,30.33
SPTG防爆护眼iPhone玻璃膜（适用Xs Max／Xs／XR／X）,appliances,11.00,22.00,52.31,30.31
千滋百味 鱿鱼卷(海苔味，香辣味) 200G,snacks,40.00,120.00,150.30,30.30
【限量版】HABA 春蝶穿花福袋套装（总值$300） 9pcs,beauty,1.00,94.80,125.10,30.30
网易严选 春风 TRYFUN 侍系列 欢舞S体感飞机杯,life,1.00,27.34,57.59,30.25
白家陈记 综合装方便粉丝五包入 538G,snacks,24.00,91.20,121.42,30.22
方型椅子坐垫  42cmx42cm 多色可选,life,6.00,18.84,49.04,30.20
独爱 DUAI 幻彩快感粒子 倍润 润滑剂 260ml,life,3.00,6.30,36.50,30.20
梦思缘 藤面茶叶枕,life,6.00,35.76,65.94,30.18
狮王 面包超人儿童牙刷 1.5~5岁 单支,maternal,91.00,94.40,124.55,30.15
佐藤婴儿红屁股护臀膏 止痒痱子湿疹消炎膏 50g,beauty,4.00,37.84,67.96,30.12
农心 经典辛拉面 香菇牛肉味 120gx5袋,snacks,24.00,99.03,128.97,30.08
贝亲  芦荟痱子水 婴儿晒后保湿修复液,maternal,4.00,36.20,66.26,30.06
雪花秀 男士本润精华液 140ml,beauty,1.00,64.95,94.99,30.04
VENUS LAB 热感 瘦腿／燃脂／纤体膏,beauty,3.00,84.60,114.61,30.01
福事多 多种口味即食烘焙燕麦片 冲饮谷物营养早餐,snacks,10.00,60.00,90.00,30.00
MARSQUEST 儿童偏光飞行员墨镜 K04,maternal,2.00,40.00,70.00,30.00
日本制 日式瓷碗 螺旋纹,life,45.00,86.93,116.93,30.00
【家】32cm 碳钢炒锅,life,1.00,69.99,99.99,30.00
Jellycat 害羞小羊羔柔软毛绒玩具,maternal,8.00,131.66,161.65,29.99
左家右厨 可折叠便携式烧烤炉,life,5.00,67.20,97.18,29.98
嘉娜宝 Allie玫瑰控油型防晒乳 60g,beauty,2.00,48.00,77.98,29.98
小米有品eUe 优一 手机紫外线杀菌消毒包 UE-SAN100,life,3.00,165.00,194.97,29.97
小米有品 云麦YUNMAI 腕力球 腕力器 YMGB-Z701,life,3.00,45.00,74.97,29.97
DR.DEO 家居除菌消臭盒 除臭盒 25ml,life,4.00,46.00,75.96,29.96
肌美精紧致弹力保湿美容液浓缩精华 30ml,beauty,5.00,70.65,100.60,29.95
TO-PLAN 日高昆布植物快速染发笔,beauty,6.00,72.00,101.94,29.94
棉麻保温便当袋 1个,life,8.00,16.28,46.21,29.93
日本朵莱尔 3D美白面膜 5片,beauty,9.00,60.02,89.91,29.89
贵爱娘 (中码)中草药日用卫生巾 25cm*18pc 无荧光剂,beauty,15.00,92.10,121.88,29.78
艾天然 密集修护多效精华面膜 6片,beauty,14.00,423.05,452.83,29.78
毛笔水写布系列  反复使用 妙如宣纸,life,19.00,11.23,40.95,29.72
小林制药 鞋子除菌消臭喷雾 180ml,life,5.00,42.25,71.95,29.70
【买1送1】东明大桥 北芪 150g,snacks,120.00,456.00,485.64,29.64
白家陈记 非油炸 老坛酸菜粉丝 5包入 550g,snacks,32.00,121.60,151.23,29.63
【何炅同款】Amino Mason 氨基酸植物护发素 保湿/清爽 两款可选 450ml,beauty,6.00,118.80,148.40,29.60
韩国 3CE哑光口红,beauty,3.00,54.48,84.07,29.59
布尔本 小熊迷你夹心饼干,snacks,372.00,426.05,455.61,29.56
虎牌 玻璃内胆手斟壶保温壶 PRO-A100 淡黄 1升,life,3.00,90.63,120.17,29.54
日本SKII 神仙水 PITERA精华露 230ml,beauty,4.00,1050.84,1080.36,29.52
【旅游必备】精品便携旅游麻将,life,2.00,14.54,43.98,29.44
FANCL芳珂 维生素C 90粒/袋,life,19.00,69.80,99.23,29.43
韩国 薇蒂艾儿 贝壳妆前提亮液 补水隔离霜 30ml,beauty,5.00,90.00,119.34,29.34
【买1送1】卫龙 风吃海带 嫩滑多汁 香辣味,snacks,84.00,258.00,287.31,29.31
大山合 大山珍品金钱菇 200g,snacks,54.00,243.00,272.26,29.26
SLINKY Touch 脸部去角质抑毛啫喱,beauty,5.00,60.00,89.25,29.25
雪肌精 盈润型乳液 140ml 美白特证,beauty,2.00,70.80,99.98,29.18
小林制药 多用途屏幕眼镜清洁巾 40包/盒,life,8.00,61.28,90.43,29.15
拼色超柔软沐浴球 起泡球 K-7105 1个,life,33.00,20.46,49.60,29.14
【苹果认证】 Goldfish iPhone/iPad Lighting 尼龙USB数据线 6寸/1.8米 1枚入,appliances,30.00,187.50,216.63,29.13
2021牛年公仔 32cm你真牛毛公仔,life,2.00,8.90,37.98,29.08
【日本制】 Hachimankasei八幡化 APYUI 耐热矽胶多用途隔热锅帽,life,7.00,62.02,91.10,29.08
S&B 炖蔬菜风味咖喱 特浓咖喱膏,snacks,365.00,944.70,973.74,29.04
谜尚光彩保湿精华 120ml,beauty,2.00,50.98,79.98,29.00
天运 木质餐垫 防滑隔热垫 杯碗垫 圆形/八边形,life,28.00,14.14,43.12,28.98
国货精选 卡通地垫 小熊 (粉色/蓝色) 50*60cm,life,5.00,20.10,49.08,28.98
红点设计大奖 TENGA Spinner 无限龙卷旋转自慰杯 多种可选,life,2.00,47.02,75.98,28.96
韩国原产 30cm不粘炒锅,life,2.00,23.10,51.98,28.88
Kate 双效立体眉笔,beauty,4.00,51.12,79.96,28.84
喷喷香 糕点（水果糕，香米糕，绿豆糕，奶油云片糕）,snacks,109.00,163.50,192.34,28.84
乐敦Lycee小红花眼药水 8ml,beauty,6.00,54.00,82.80,28.80
苏菲 Center-in 1/2口袋便携卫生巾 无香型,beauty,14.00,65.69,94.47,28.78
雪花秀 玉容撕拉面膜 温和草本配方150ml,beauty,4.00,144.00,172.76,28.76
SANSUI 蓝牙迷你音响 A36,appliances,5.00,26.20,54.95,28.75
白家陈记 勾魂米线 270克/包,snacks,34.00,78.20,106.94,28.74
JMsolution Glow Luminous Rose Sun Spray 粉色玫瑰美白防晒喷雾 SPF50+ PA++++ 180ml,beauty,16.00,192.00,220.73,28.73
SALUA 瘦身塑型收腹带 黑色/白色随机,beauty,13.00,300.15,328.88,28.73
【绝对收藏】爱丽小屋与TOM＆JERRY 联名彩妆系列-Lucky Together！,beauty,8.00,82.20,110.93,28.73
【蔡文静推荐】野村淡盐薄脆饼干 130g,snacks,40.00,100.80,129.46,28.66
Hario 冷水壶带过滤玻璃瓶 HCC-12DG 1200ml,life,3.00,41.49,70.15,28.66
韩国 SNP 竹炭黑炭缩毛孔控油面膜 10pc,beauty,44.00,467.34,495.96,28.62
8英寸利忠高温印彩盘(鱼),life,11.00,18.48,47.09,28.61
四季绿康 绿色环保 仿真丝台布 10张装 (1.8米x1.8米),life,15.00,16.05,44.61,28.56
自然乐园 芦荟舒缓保湿凝胶 250ml,beauty,9.00,51.48,80.02,28.54
日本 山本汉方 杜仲茶 8g×24包,beauty,11.00,111.20,139.73,28.53
海威特HAVIT 彩虹背光 游戏键盘鼠标套装 HV-KB558CM,appliances,2.00,51.46,79.98,28.52
美德乐 SONATA致韵双边智能电动吸奶器,maternal,1.00,416.50,445.00,28.50
GOLF 金刚数据充电线 手机平板充电 2米,life,66.00,111.56,140.04,28.48
WHITE CONC 维他命C VC美白身体喷雾 葡萄柚香 245ml,beauty,9.00,120.26,148.69,28.43
Epoux俏女巫香水护手霜 80ml,beauty,29.00,54.07,82.45,28.42
农心 韩式石锅拉面 120gx5袋,snacks,24.00,99.09,127.40,28.41
新鸟 便利姜丝刨 姜蓉棒 磨姜棒,life,14.00,14.00,42.41,28.41
乐敦 新绿水抗疲劳眼药水 13ml,beauty,5.00,51.55,79.95,28.40
小米有品 Circle Joy圆乐 干电池电动开瓶器 酒具4合1礼盒套装,appliances,2.00,90.00,118.34,28.34
日本三笠制药 消炎镇痛膏40g,life,7.00,80.85,109.17,28.32
韩国Prreti果酸3步曲祛角质足膜 1双,beauty,10.00,31.50,59.80,28.30
韩国 Medi-Peel 美蒂菲 祛黑淡斑霜,beauty,4.00,54.60,82.89,28.29
典雅 飞机杯 Toc-101 标准口交模拟器 男用自慰器男性自慰杯 1pc,beauty,5.00,31.30,59.58,28.28
LB 鲜奶油眼线胶笔 防水不晕染,beauty,9.00,91.80,120.00,28.20
iPhone卡通粉色小猪+支架/挂绳手机壳（适用Xs Max／Xs／XR／X）,appliances,42.00,0.00,28.20,28.20
肌肤之钥 CPB水磨精华 沁肌调理精华露 170ml,beauty,4.00,407.23,435.42,28.19
We Might Be Tiny 宝宝硅胶防滑餐垫,maternal,6.00,142.35,170.53,28.18
Jellycat 经典害羞网红邦尼兔 蓝色,maternal,15.00,559.68,587.85,28.17
【买1送1】杭醇博 江南软糖糕点（桂花糖/玫瑰花糖/杭白菊花糖） 210G,snacks,62.00,93.00,121.16,28.16
POLA GROWING SHOT 防脱护发素 370ml,beauty,2.00,63.70,91.80,28.10
WEIBOSI 护腰 919 XL,life,3.00,19.74,47.82,28.08
花纹餐椅布垫 44x45cm,life,6.00,16.98,45.01,28.03
时尚咖啡杯 510ml 保温4-6H 多色混发,life,4.00,21.88,49.90,28.02
小林制药清新安美露止痛消炎液80ml,life,8.00,79.84,107.86,28.02
中康铁锅 高丽麦饭石炒锅 圆底有耳 32cm,life,2.00,22.98,50.99,28.01
安耐晒极防水冰感泡泡防晒喷雾 60g 限定款,beauty,2.00,44.00,71.98,27.98
娜丽丝 保湿花香UV美容液防晒乳液 防晒霜 SPF50+/PA++++ 90g,beauty,4.00,48.00,75.96,27.96
花王碧柔UV 儿童防晒乳 SPF50 70ml,beauty,4.00,40.00,67.96,27.96
希恩派 静鼻去黑头套装 超强去黑头产品 不撕拉KO黑头 20pcs,beauty,4.00,72.00,99.96,27.96
SIMU 洞洞HB铅笔12支装 矫正握笔姿势,life,8.00,14.48,42.43,27.95
宫中秘策2合1洗发水沐浴露350ml,beauty,16.00,288.00,315.92,27.92
日本 牛乳石碱 无添加 NON ADDITIVE 温和无硅洗发水 低敏感婴儿可用 500ml 干爽型,beauty,6.00,57.60,85.49,27.89
品质生活 旅行鞋子收纳袋多色可选,life,4.00,18.28,46.16,27.88
济公 蜂蜜佛手丹,snacks,132.00,132.00,159.88,27.88
纪阳除虫菊 卫浴水池颗粒清洁剂 (水池用/浴室用) 40g,life,29.00,50.71,78.58,27.87
小林制药 脚气膏15g,beauty,6.00,54.00,81.85,27.85
美迪惠尔E.G.T弹力法令纹贴 5对,beauty,5.00,35.95,63.80,27.85
雪花秀 宫中蜜皂 植物洁面皂,beauty,2.00,70.14,97.98,27.84
悦诗风吟 火山泥控油爽肤水 250ml,beauty,3.00,59.22,86.97,27.75
Suhada Batake 素肌畑清透玫瑰按摩卸妆膏,beauty,5.00,129.65,157.38,27.74
PDC 红豆面部磨砂膏 去角质抗氧化 170g,beauty,5.00,72.37,100.10,27.73
资生堂 水之印高保湿补水五合一清爽凝胶修复面霜90g,beauty,2.00,44.26,71.98,27.72
拉美拉 锋利修眉刀 3支装,beauty,13.00,15.99,43.71,27.72
怡丽丝尔 防晒妆前隔离乳 SPF50+ PA++++ 35g,beauty,2.00,54.00,81.68,27.68
贝亲 婴儿滋润保湿按摩油 80ml,beauty,8.00,65.86,93.53,27.67
CREATE ION 负离子多功能电卷发棒 32毫米 可折叠便携版,appliances,3.00,142.07,169.71,27.65
自然乐园 80%芦荟胶面霜 50ml,beauty,4.00,28.36,55.94,27.58
【限量】POLA 黑BA 圣诞限定 化妆水套装,beauty,1.00,241.45,269.00,27.55
【圣诞特惠 / 2 for $12】Softmate Premium 纯棉干纸巾 100片/包 (20*21.5cm),maternal,16.00,86.40,113.94,27.54
日本 OHANA MAHAALO 衣物除味香氛喷雾 大衣除去异味/火锅味 5款香味可选,life,39.00,327.60,355.12,27.52
C037-8镁纳米面碗,life,8.00,16.40,43.92,27.52
蚝油按压器 黑色,life,20.00,14.00,41.49,27.49
HiFuture FlyBuds真无线分体式蓝牙耳机5.0 触碰操作,life,2.00,52.50,79.98,27.48
虎牌 儿童保温吸管杯 (小狮子/长颈鹿) MCK-A280 280毫升,maternal,4.00,155.88,183.29,27.41
Marcus&Marcus 婴幼儿不锈钢勺叉训练餐具套装,maternal,7.00,61.04,88.42,27.40
MUJI无印良品 柔软护理化妆棉 180枚,beauty,11.00,56.25,83.62,27.37
Dragon Hunters 蟑螂贴,life,23.00,11.27,38.64,27.37
小和淘 哈尔滨烤冷面 400克/包,snacks,60.00,138.00,165.36,27.36
韩国 3CE三熹玉 唇颊两用膏系列,beauty,2.00,44.64,71.98,27.34
MICKEY CATS 环保老鼠贴 沾鼠板 1pc,life,20.00,16.50,43.80,27.30
BELLCIDA CASSA 强力磁石电动美容仪,beauty,1.00,32.70,59.99,27.29
金利 42白盒麻将,life,1.00,30.52,57.80,27.28
象印 儿童保温杯 吸管两用 450毫升 SC-ZT45,maternal,3.00,120.00,147.27,27.27
韩国 SNP 钻石滋润补水美白面膜 10pc,beauty,10.00,130.00,157.22,27.22
多功能切菜器,life,3.00,14.76,41.97,27.21
日本inclear 女性私处护理液清洁凝胶,life,2.00,58.80,85.98,27.18
SVELTY 分解酵母加强版 抗糖丸酵素黑生姜 56粒,life,3.00,54.00,81.17,27.17
日东红茶 网红冲泡饮品 速溶奶茶 10枚入,snacks,12.00,56.76,83.88,27.12
小林制药 头疼头痛 软膏,life,4.00,50.68,77.77,27.09
【周震南同款】日本Naris娜丽丝 修颜美白保湿防晒乳霜 SPF50+PA++++ 80g,beauty,3.00,44.88,71.97,27.09
利其尔 双层不锈钢保温保冷食物罐,maternal,2.00,75.50,102.59,27.09
小鸡仔 SHALDAN 室内固体香薰 空气清新剂 精油配方 260g,beauty,14.00,84.00,111.06,27.06
花王 liese Prettia 植物泡泡染发剂 108g,beauty,39.00,427.26,454.32,27.06
第一三共 药用美白霜 祛斑夜用晚霜 Cream EX,life,1.00,42.95,69.99,27.04
比那氏 柚子味复合漱口水 600ml,beauty,7.00,85.20,112.20,27.00
韩国SUM:37度呼吸 空气质感光彩镜垫粉底液#1,beauty,1.00,48.00,74.99,26.99
Vegie Barrier 塩糖脂 糖脂分离法 餐前必食 补充蔬菜营养 90粒(30回分),life,3.00,45.00,71.97,26.97
Miskin Diaforce 第二代钻石黄金贵妇眼膜 30对,beauty,3.00,45.00,71.97,26.97
Primera 女性私处温和护理液 啫喱无泡型 200ml,beauty,3.00,75.00,101.97,26.97
美妃酵素 美肌美白果蔬发酵酵素 120 tablets,beauty,5.00,120.00,146.95,26.95
Ultra 香橙味 抗菌洗碗洗手液 575ml,life,12.00,8.64,35.58,26.94
3038伸缩水槽,Default,4.00,9.04,35.96,26.92
小林制药空气清新剂400ml  白桃香,life,7.00,36.05,62.93,26.88
永和 香浓原味豆浆,snacks,90.00,122.00,148.87,26.87
日本 ROSETTE 温和果酸去角质凝胶 保湿型 120g 红色,beauty,9.00,50.49,77.31,26.82
花王 atrix洋甘保湿嫩肤洗手护手霜200ml,beauty,7.00,55.44,82.26,26.82
CANMAKE井田浮雕爱心柔润亮泽唇膏,beauty,4.00,41.16,67.96,26.80
MARVO Scorpion 有线7色背光游戏鼠标 M207,appliances,4.00,25.16,51.96,26.80
Good Feel 夜用卫生棉紫色 42cm,life,12.00,69.12,95.88,26.76
SHINY TOOTH 情侣洗漱杯,life,7.00,17.01,43.77,26.76
LULULUN 保湿紧致抗衰老面膜 尝新小包装 7pcs,beauty,14.00,77.70,104.43,26.73
14192-66B厨房秤 5kg/11LB,life,4.00,32.20,58.93,26.73
LIBERATA 白姬 腋下强力美白清洁提亮膏 30g,beauty,6.00,72.00,98.71,26.71
靓健 高档计数跳绳 275cm,life,7.00,16.73,43.44,26.71
炭 除味大师 加倍去除异味威力 300g,life,8.00,21.24,47.92,26.68
双用牛排针,life,7.00,11.76,38.43,26.67
花王美舒律 热敷蒸汽眼罩 5片,beauty,4.00,31.16,57.83,26.67
Mei Yi Jia 简易打蛋器 搅拌器,life,15.00,19.05,45.68,26.63
资生堂 KUYURA 滋润保湿持续留香美肌沐浴露 550ml,beauty,16.00,163.20,189.80,26.60
Layered Fragrance 香氛身体磨砂 甜荔枝 300g,beauty,2.00,68.40,94.98,26.58
资生堂水之印i五合一胶原弹力抗皱面霜90g,beauty,2.00,45.46,71.98,26.52
Visking 皮带打孔器 6种打孔尺寸,life,4.00,13.04,39.56,26.52
SKG 护颈仪 发热围巾 4898,appliances,1.00,73.50,99.99,26.49
【张韶涵推荐】VT CICA 老虎积雪草抗痘面膜 10片装,beauty,9.00,161.46,187.94,26.48
飞利浦 24节优惠装 碱性电池 AA/AAA,life,7.00,45.78,72.24,26.46
日系风 多用途厨房橱柜抽屉垫 3m*30cm 2款入 三色混发,life,15.00,16.90,43.35,26.45
SNP缩氨酸透明质酸安瓶面膜 10片,beauty,5.00,42.45,68.87,26.42
第一三共 净白防晒隔离霜30ml 日本本土版,beauty,2.00,53.56,79.98,26.42
RAPAS LALA SLIM Reperfe 拉拉酵素 60粒,beauty,2.00,150.00,176.40,26.40
Hamilton Beach 厨用6速和面机 64698,appliances,1.00,33.60,59.99,26.39
韩国 谜尚 完美遮瑕防晒美白隔离大红BB霜 #21号亮白色 50ml,beauty,4.00,61.64,88.00,26.36
花王木糖醇儿童防蛀牙膏70g  水果系列,beauty,7.00,18.41,44.71,26.30
LET'S DIET 9+微电流收腹袜 加绒保暖透气舒适 一体弹力袜,life,2.00,28.80,55.08,26.28
1163#群牛献宝横联-多款可选,life,12.00,9.63,35.88,26.25
NSH 长柄回转式 瓶刷 杯刷 水壶刷 长度37cm,life,11.00,26.62,52.86,26.24
百力滋 超细100本入 烤薯条饼干棒 罗勒橄榄/黄油酱烧味,snacks,148.00,267.98,294.21,26.23
1339#中毛毛万事如意吊饰,life,4.00,5.84,31.96,26.12
星兴 全钢鱼鳞刨 鱼鳞刷 不绣钢鱼擦 1支,life,12.00,11.88,37.98,26.10
韩国调味烤海苔 16小包/袋,snacks,40.00,130.00,156.10,26.10
THE GINZA银座 贵妇深层卸妆油 200ml,beauty,1.00,82.90,109.00,26.10
THE GINZA银座 高级化妆棉 60片,beauty,12.00,67.69,93.78,26.09
李子柒酸辣薯粉,snacks,30.00,84.00,110.03,26.03
【日本制造】Tiger虎牌 弹盖设计 不锈钢保温保冷杯 MJC-A系列 360ml/480ml,life,3.00,132.96,158.97,26.01
日产 CoolSharp 2.0升耐冷耐热水壶 (适用于 100~负20 摄氏度),life,3.00,21.12,47.10,25.98
2021牛年公仔 25cm财运亨通牛毛公仔,life,2.00,0.00,25.98,25.98
Oneday 美白身体乳 白肌全身素颜霜,beauty,6.00,68.40,94.34,25.94
韩国 捷俊 黑色水光针三部曲补水保湿面膜 10pcs,beauty,30.00,480.00,505.94,25.94
农心 辛拉面鲜虾五连包 120gx5袋,snacks,16.00,66.04,91.84,25.88
"Cuisinart方蛋糕烤盘9""(23cm)",life,3.00,31.50,57.36,25.86
Moist Diane 植萃 无添加沐浴露 宝宝/孕妇可用 500ml,beauty,11.00,105.60,131.45,25.85
达信圆林 匠心造物 木铲木勺,life,11.00,13.90,39.72,25.82
PVC 防滑浴室垫 70cmx35cm  多色可选,life,6.00,16.14,41.94,25.80
小林制药 活性炭去异味盒强力脱臭除臭剂冰箱去味剂 26g,life,7.00,49.00,74.74,25.74
狮王制药 Bufferin Luna-i 止痛片 止疼片,life,3.00,41.24,66.97,25.73
POLA White Shot CXS 炫白精华 25ml,beauty,1.00,162.41,188.10,25.69
老胡子 话梅萝卜干 120G,snacks,63.00,63.00,88.69,25.69
狮王 面包超人儿童牙刷 0~3岁 单支,maternal,126.00,130.57,156.24,25.67
UNNY CLUB 极光之遇妆前素颜霜 妆前乳 30ml,beauty,5.00,62.50,88.16,25.66
旺旺 厚烧海苔 米饼,snacks,21.00,48.30,73.95,25.65
CANMAKE日本井田 水润腮红膏系列,beauty,6.00,45.12,70.74,25.62
动物啫喱眼罩系列 附冰袋,life,8.00,6.08,31.59,25.51
Ettusais艾杜纱睫毛打底液6g【黑色新包装】,beauty,5.00,74.45,99.95,25.50
【珍藏礼系列】陶瓷5件茶具套装 一壶四杯,life,4.00,22.60,48.09,25.49
松下 Panasonic 面部清洁仪 EH-XC10-N551,appliances,1.00,94.50,119.99,25.49
DHC蓝莓护眼精华20日分,beauty,4.00,37.68,63.16,25.48
SOL-SUN 苍蝇粘纸 飞虫粘带,life,28.00,13.72,39.20,25.48
DZ 黑色时尚防护口罩 1个装,life,32.00,66.78,92.23,25.45
小米有品 Simpleway 自动洗手机液 补充装,life,9.00,94.50,119.94,25.44
韩国3CE三熹玉 爱心唇膏甜蜜系列,beauty,5.00,45.70,71.14,25.44
复古款 仿蜡烛小夜灯 充电式感应灯,appliances,4.00,24.36,49.80,25.44
意贝尼 北海道九蔬薄脆饼 日式九蔬 180克/盒,snacks,19.00,57.00,82.41,25.41
九州熊本【太平燕】 低卡3分钟即食冬粉系列  5入/包,snacks,48.00,216.00,241.39,25.39
日本 无添加主义 HABA Vc美白柔肤水 180ml,beauty,2.00,63.90,89.28,25.38
日本 无添加主义 HABA 【限量版】花果净润洁颜泡泡 洗面奶 280ml,beauty,4.00,73.80,99.17,25.37
农心 乌龙面 辣海鲜乌冬汤 120gx5袋,snacks,24.00,99.00,124.28,25.37
Lupicia【限定款】日本豆豆龙/魔女宅急便  茶叶礼盒 10包/盒,snacks,4.00,99.40,124.76,25.36
日本 山本汉方 清肠通茶花草茶 20pcs,beauty,6.00,73.80,99.14,25.34
珂润 润浸保湿润唇膏樱花粉 4.2g,beauty,24.00,187.14,212.45,25.31
Marcus&Marcus 硅胶辅食碗2件套 宝宝训练碗,maternal,6.00,60.24,85.54,25.30
WELLNESS GROUP 黄金凝胶撕拉面膜 去角质/黑头 90g,beauty,60.00,543.60,568.89,25.29
大王 elis 素肌绵柔超薄量特多日用卫生巾 27cm 18片,beauty,15.00,117.75,143.02,25.27
